Date,Open,High,Low,Close,Adj Close,Volume
1991-01-01,26.977772,30.383604,25.215105,30.293978,14.762511,182970086
1991-02-01,30.234226,33.401051,30.025097,30.771990,14.995453,167953290
1991-03-01,30.652487,32.265774,26.529636,27.216778,13.390676,186445315
1991-04-01,27.216778,27.425907,24.408461,24.617592,12.111867,171573706
1991-05-01,24.498089,25.454111,24.020077,25.364485,12.479346,151031520
1991-06-01,25.334608,25.663240,23.093929,23.213432,11.555964,150469191
1991-07-01,23.332935,24.617592,22.854923,24.199331,12.046751,120820530
1991-08-01,24.139580,24.318834,21.988527,23.153681,11.526214,133342824
1991-09-01,23.362810,25.424234,23.332935,24.766970,12.478832,122561910
1991-10-01,24.766970,25.035851,23.123804,23.482313,11.831559,127522462
1991-11-01,23.512190,24.229206,22.078156,22.108030,11.139125,121651892
1991-12-01,21.779398,22.078156,19.956980,21.271511,10.851109,195371041
1992-01-01,21.271511,23.452438,21.241634,21.510515,10.973040,155472002
1992-02-01,21.510515,22.287285,20.703873,20.763622,10.592024,114557919
1992-03-01,20.763622,21.570269,19.867352,19.956980,10.317353,140382404
1992-04-01,19.956980,21.689772,19.508842,21.689772,11.213172,161236715
1992-05-01,21.809273,22.556166,21.540392,21.689772,11.213172,118213064
1992-06-01,21.630018,23.571941,21.092257,23.392687,12.252320,153107621
1992-07-01,23.392687,23.990202,22.078156,22.645794,11.861114,150195557
1992-08-01,22.586042,22.765297,20.315489,20.703873,10.844000,126859717
1992-09-01,20.703873,21.211760,19.120459,19.299713,10.243828,140461064
1992-10-01,19.359465,19.389339,15.535373,15.983509,8.483667,270542461
1992-11-01,16.013384,16.700525,14.549474,16.312141,8.658097,204717679
1992-12-01,16.342016,16.461519,11.651530,12.039914,6.505840,410813991
1993-01-01,12.368547,12.727055,10.964388,12.308795,6.651132,325500557
1993-02-01,12.428298,13.115440,11.651530,12.995937,7.022432,204840272
1993-03-01,13.085564,13.653203,11.920411,12.159417,6.640553,218766298
1993-04-01,12.308795,12.697180,11.322897,11.621654,6.346869,172479122
1993-05-01,11.741157,12.906310,11.263145,12.607553,6.885295,158242227
1993-06-01,12.727055,12.995937,11.591778,11.800908,6.516034,152634831
1993-07-01,11.860660,11.890535,9.829111,10.635755,5.872673,215674321
1993-08-01,10.605880,10.964388,9.709608,10.934512,6.037636,147186424
1993-09-01,10.934512,11.083891,9.858987,10.038241,5.574152,150326936
1993-10-01,10.068117,11.143642,10.068117,10.994264,6.105023,190530156
1993-11-01,10.994264,13.414197,10.934512,12.876434,7.150181,282699492
1993-12-01,13.085564,14.310468,12.607553,13.503824,7.535682,205967442
1994-01-01,13.593451,14.340344,13.085564,13.503824,7.535682,223920984
1994-02-01,13.593451,13.712954,12.428298,12.637428,7.052197,155670743
1994-03-01,12.637428,14.071463,12.278920,13.055688,7.318424,258291710
1994-04-01,12.667304,14.220841,12.278920,13.742830,7.703603,223415557
1994-05-01,13.742830,15.326243,13.444073,15.057361,8.440469,200651248
1994-06-01,15.057361,15.535373,13.892208,14.041587,7.905297,188104271
1994-07-01,14.101338,15.087237,13.025813,14.788480,8.325788,230346774
1994-08-01,14.788480,16.760277,14.698853,16.371893,9.217241,252614021
1994-09-01,15.983509,17.059034,15.923757,16.640774,9.405940,191148968
1994-10-01,16.581022,18.254063,16.103010,17.805927,10.064528,227622570
1994-11-01,17.776052,17.985182,16.252390,16.909657,9.557921,192438477
1994-12-01,16.879780,17.835802,16.461519,17.566921,9.963322,169485889
1995-01-01,17.566921,18.642447,16.790154,17.238289,9.776930,219658327
1995-02-01,17.298040,18.224188,17.268164,17.985182,10.200544,147221571
1995-03-01,17.955305,20.345364,17.955305,19.628345,11.169901,267551738
1995-04-01,19.658222,23.153681,19.658222,22.615917,12.870040,234062582
1995-05-01,22.436663,23.392687,21.869024,22.227533,12.649025,271908956
1995-06-01,22.347036,23.751196,21.122131,22.944551,13.091784,280051439
1995-07-01,23.004301,26.589388,22.884798,26.021749,14.847581,316594912
1995-08-01,26.081501,27.396032,23.571941,24.707218,14.097539,293325177
1995-09-01,24.557838,24.976099,21.898901,22.586042,12.916883,407069728
1995-10-01,22.705545,23.721319,21.301386,23.243307,13.292769,346342316
1995-11-01,23.243307,24.468212,22.227533,23.093929,13.207344,232858846
1995-12-01,23.183556,23.243307,20.972754,21.839149,12.521443,249290255
1996-01-01,21.839149,26.260756,19.867352,25.932121,14.868139,455848056
1996-02-01,25.991875,30.801865,25.842495,29.308079,16.803734,357205654
1996-03-01,29.069073,29.995220,25.722992,26.589388,15.278265,346664902
1996-04-01,26.798517,28.889818,24.707218,25.752869,14.797604,386413738
1996-05-01,25.752869,26.888145,24.766970,25.513863,14.660263,235853336
1996-06-01,25.424234,25.483988,22.974426,23.661568,13.641034,243032242
1996-07-01,23.721319,26.021749,21.301386,25.693117,14.812233,316166052
1996-08-01,25.812620,27.664913,25.633366,27.336281,15.759531,196578965
1996-09-01,27.067400,30.562859,26.903084,29.756214,17.209581,223075399
1996-10-01,29.636711,32.355404,29.427582,30.831739,17.831619,247707446
1996-11-01,30.801865,38.420174,30.383604,38.091537,22.030334,303094816
1996-12-01,38.151291,39.674953,35.193596,36.209370,20.998217,282734636
1997-01-01,36.747131,40.660851,34.655830,37.494026,21.743193,434346897
1997-02-01,37.613529,37.613529,32.773663,34.357075,19.924032,323934904
1997-03-01,34.357075,35.791107,31.070745,32.803535,19.067987,291485892
1997-04-01,32.743786,38.509800,30.383604,38.360420,22.298075,341481762
1997-05-01,38.360420,43.917305,38.091537,41.347992,24.034708,285971796
1997-06-01,41.945507,44.813576,39.077438,43.140533,25.137424,175021742
1997-07-01,43.140533,51.834370,43.080784,50.549713,29.454653,218015061
1997-08-01,50.430210,52.312382,47.651768,48.458412,28.236086,162821826
1997-09-01,48.458412,51.356358,45.948853,50.669216,29.579136,178728763
1997-10-01,50.728966,51.266731,42.363766,47.084129,27.486273,240885431
