Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,45.990002,51.730000,41.259998,50.910000,49.471462,190482800
2020-05-01,50.330002,54.700001,47.200001,52.650002,51.162300,83941100
2020-06-01,52.450001,61.459999,52.110001,56.860001,55.461926,80022400
2020-07-01,57.000000,64.519997,55.750000,62.740002,61.197342,64921500
2020-08-01,63.020000,65.949997,61.810001,62.900002,61.353405,38368100
2020-09-01,62.520000,65.559998,58.040001,62.419998,61.079357,47799700
2020-10-01,62.869999,66.000000,58.770000,61.279999,59.963848,39389000
2020-11-01,62.189999,68.209999,61.090000,66.940002,65.502281,38009800
2020-12-01,67.419998,68.160004,62.520000,67.550003,66.298180,38246600
2021-01-01,67.550003,68.019997,61.279999,64.650002,63.451927,56108700
2021-02-01,65.989998,66.779999,62.310001,63.709999,62.529339,55080600
2021-03-01,64.120003,70.669998,62.759998,68.449997,67.387856,51505800
2021-04-01,68.889999,79.500000,68.320000,77.870003,76.661705,64246700
2021-05-01,78.489998,79.690002,75.820000,78.330002,77.114563,60191900
2021-06-01,79.169998,82.470001,77.669998,81.769997,80.751343,46271200
2021-07-01,82.190002,90.199997,81.699997,89.550003,88.434425,36460600
2021-08-01,89.680000,92.839996,88.940002,92.220001,91.071167,40537000
2021-09-01,92.190002,92.459999,81.930000,82.279999,81.471046,59724400
2021-10-01,82.660004,86.709999,78.599998,80.309998,79.520416,48563500
2021-11-01,80.459999,87.830002,79.614998,80.400002,79.609528,42213700
2021-12-01,81.699997,87.569000,80.419998,87.070000,86.456429,41758300
