Date,Open,High,Low,Close,Adj Close,Volume
1998-09-01,8.250000,10.500000,6.687500,9.625000,7.160599,4646300
1998-10-01,9.625000,13.375000,6.000000,12.875000,9.578465,4878500
1998-11-01,12.937500,13.625000,9.875000,13.437500,9.996942,1814900
1998-12-01,13.250000,23.500000,12.625000,23.500000,17.483021,4257100
1999-01-01,23.000000,23.500000,19.250000,21.625000,16.088102,2044300
1999-02-01,21.625000,23.125000,17.000000,17.000000,12.647295,1308200
1999-03-01,17.000000,21.500000,16.625000,18.000000,13.391254,4856800
1999-04-01,18.062500,19.562500,16.375000,19.125000,14.228208,3382400
1999-05-01,19.125000,21.500000,17.125000,20.125000,14.972168,25302400
1999-06-01,19.812500,21.062500,16.875000,20.812500,15.483637,8644500
1999-07-01,20.812500,25.500000,19.312500,21.062500,15.669628,8600700
1999-08-01,21.250000,23.750000,14.875000,15.125000,11.252376,7095500
1999-09-01,15.687500,21.250000,14.687500,18.718750,13.925974,10737300
1999-10-01,18.812500,20.687500,15.437500,19.250000,14.321198,9120800
1999-11-01,19.500000,23.937500,17.875000,21.062500,15.669628,23632100
1999-12-01,21.125000,33.500000,19.750000,32.125000,23.899673,21709200
2000-01-01,31.687500,35.625000,28.187500,31.625000,23.527689,24209400
2000-02-01,31.437500,40.125000,30.250000,32.250000,23.992661,33595700
2000-03-01,33.125000,44.750000,32.375000,37.875000,28.177431,57160400
2000-04-01,38.250000,40.375000,29.250000,38.375000,28.549410,20293000
2000-05-01,38.812500,39.000000,23.062500,26.187500,19.482414,22274300
2000-06-01,27.000000,39.375000,26.500000,36.500000,27.154491,19845100
2000-07-01,35.875000,39.687500,28.625000,34.000000,25.294590,29883300
2000-08-01,34.125000,38.750000,33.250000,34.687500,25.806061,17751200
2000-09-01,35.000000,35.000000,24.500000,31.062500,23.109217,28078000
2000-10-01,31.062500,31.437500,21.375000,30.312500,22.551237,21445000
2000-11-01,29.531250,32.250000,23.062500,23.812500,17.715517,19175300
2000-12-01,24.437500,29.375000,21.812500,27.062500,20.133381,21467800
2001-01-01,27.125000,30.125000,24.187500,27.937500,20.784340,34833800
2001-02-01,28.187500,28.937500,22.625000,25.125000,18.691956,24990200
2001-03-01,25.000000,25.562500,13.875000,14.812500,11.019888,37176500
2001-04-01,15.000000,25.760000,11.187500,24.490000,18.219545,26408800
2001-05-01,24.500000,24.500000,15.750000,16.600000,12.349714,17194300
2001-06-01,16.500000,16.840000,13.200000,16.400000,12.200921,16197300
2001-07-01,16.150000,16.150000,9.600000,9.750000,7.253595,19263400
2001-08-01,9.750000,10.600000,7.400000,10.190000,7.580937,38532300
2001-09-01,10.190000,10.190000,7.400000,9.000000,6.695627,15826200
2001-10-01,8.900000,12.500000,8.140000,11.700000,8.704316,28242100
2001-11-01,11.700000,12.350000,9.900000,10.890000,8.101707,25730400
2001-12-01,10.600000,11.200000,8.900000,10.680000,7.945477,25283800
2002-01-01,10.700000,11.550000,5.900000,7.270000,5.408579,53907300
2002-02-01,7.220000,7.680000,5.100000,6.210000,4.619982,26509500
2002-03-01,6.400000,10.040000,6.220000,6.610000,4.917566,35385800
2002-04-01,6.650000,7.300000,5.230000,7.300000,5.430898,40238800
2002-05-01,7.250000,7.260000,4.050000,4.500000,3.347814,47777200
2002-06-01,4.450000,4.600000,3.620000,3.930000,2.923757,47345500
2002-07-01,3.940000,4.050000,2.260000,2.300000,1.711105,34177300
2002-08-01,2.350000,2.500000,1.000000,2.300000,1.711105,56687600
2002-09-01,2.300000,2.740000,1.860000,2.170000,1.614390,14718200
2002-10-01,2.170000,3.590000,1.680000,3.500000,2.603855,17639100
2002-11-01,3.480000,4.100000,2.950000,3.960000,2.946076,20632600
2002-12-01,4.050000,4.380000,3.050000,3.750000,2.789845,23325400
2003-01-01,3.800000,4.900000,3.160000,3.950000,2.938637,17924300
2003-02-01,4.000000,4.250000,3.210000,3.880000,2.886559,16338300
2003-03-01,3.950000,5.750000,3.800000,5.500000,4.091772,21872100
2003-04-01,5.530000,6.630000,5.250000,6.370000,4.739016,14562000
2003-05-01,6.370000,8.560000,6.090000,8.330000,6.197175,20765600
2003-06-01,8.600000,9.000000,7.210000,7.770000,5.780559,44310200
2003-07-01,7.750000,10.410000,7.700000,9.900000,7.365188,49922900
2003-08-01,10.100000,10.970000,9.470000,10.750000,7.997555,39285200
2003-09-01,10.750000,11.050000,9.000000,9.410000,7.000652,33308600
