Date,Open,High,Low,Close,Adj Close,Volume
1993-11-01,19.250000,19.375000,16.375000,17.125000,3.647047,1388300
1993-12-01,17.125000,17.625000,15.750000,16.625000,3.540562,610700
1994-01-01,16.750000,18.000000,16.625000,17.875000,3.806771,234000
1994-02-01,17.875000,18.875000,17.500000,18.750000,3.993115,406500
1994-03-01,18.750000,18.750000,17.875000,17.875000,3.857103,259900
1994-04-01,17.750000,18.125000,17.375000,17.750000,3.830132,80200
1994-05-01,17.625000,18.000000,17.125000,17.500000,3.776186,96900
1994-06-01,17.375000,18.500000,17.000000,17.375000,3.831312,186000
1994-07-01,17.250000,17.750000,16.250000,16.625000,3.665933,339000
1994-08-01,16.500000,17.500000,16.375000,17.000000,3.748620,158200
1994-09-01,17.125000,17.125000,15.750000,16.000000,3.608300,96800
1994-10-01,16.000000,16.750000,15.250000,15.875000,3.580110,472400
1994-11-01,15.875000,16.250000,15.250000,15.375000,3.467350,255800
1994-12-01,15.375000,17.500000,15.125000,16.750000,3.873055,163300
1995-01-01,16.875000,17.125000,15.250000,16.125000,3.728538,109800
1995-02-01,16.000000,16.750000,15.500000,16.500000,3.815249,271800
1995-03-01,16.375000,16.750000,15.875000,16.000000,3.791806,82000
1995-04-01,16.000000,16.125000,15.750000,15.875000,3.762182,98900
1995-05-01,15.875000,17.625000,15.750000,17.250000,4.088038,274000
1995-06-01,17.500000,18.375000,16.875000,17.000000,4.130770,261800
1995-07-01,17.000000,17.500000,16.375000,16.875000,4.100397,315500
1995-08-01,16.875000,18.125000,16.750000,17.875000,4.343383,419200
1995-09-01,17.750000,17.875000,17.250000,17.625000,4.383751,226200
1995-10-01,17.375000,17.500000,17.000000,17.000000,4.228298,91000
1995-11-01,17.125000,17.375000,16.125000,16.500000,4.103939,116300
1995-12-01,16.375000,17.250000,16.375000,17.250000,4.390287,210100
1996-01-01,17.000000,17.500000,15.875000,16.625000,4.231221,294300
1996-02-01,16.500000,16.625000,15.875000,16.500000,4.199408,528400
1996-03-01,16.500000,17.500000,16.375000,16.875000,4.403764,324200
1996-04-01,16.750000,17.625000,16.500000,17.375000,4.534247,203900
1996-05-01,17.500000,19.125000,17.250000,18.875000,4.925692,2100000
1996-06-01,18.875000,21.125000,18.750000,20.875000,5.575742,605000
1996-07-01,21.000000,21.000000,19.250000,20.500000,5.475580,350700
1996-08-01,20.625000,21.375000,20.375000,21.125000,5.642520,1368300
1996-09-01,21.000000,22.375000,20.875000,22.375000,6.093921,410800
1996-10-01,22.250000,22.375000,21.125000,21.750000,5.923698,162800
1996-11-01,21.750000,24.625000,21.750000,24.000000,6.536495,317300
1996-12-01,24.000000,26.250000,23.625000,26.250000,7.278875,303800
1997-01-01,26.375000,26.625000,25.000000,26.125000,7.244212,353800
1997-02-01,26.250000,27.500000,25.875000,27.250000,7.556163,372000
1997-03-01,27.375000,28.000000,26.500000,26.750000,7.535839,265200
1997-04-01,26.625000,27.375000,24.875000,26.000000,7.324551,559000
1997-05-01,25.875000,26.750000,25.750000,26.375000,7.430202,401200
1997-06-01,26.250000,28.125000,26.250000,27.250000,7.801519,106700
1997-07-01,27.500000,28.250000,26.625000,26.812500,7.676267,1252000
1997-08-01,26.750000,27.875000,24.875000,26.562500,7.604698,1037000
1997-09-01,26.687500,27.500000,25.375000,26.750000,7.775527,738000
1997-10-01,26.750000,26.750000,24.250000,25.750000,7.484856,703300
1997-11-01,25.500000,27.000000,25.000000,26.562500,7.721025,465600
1997-12-01,26.687500,28.000000,26.125000,27.687500,8.176411,386600
1998-01-01,27.625000,27.812500,26.375000,27.187500,8.028757,856300
1998-02-01,27.250000,27.625000,26.125000,26.187500,7.733446,753900
1998-03-01,26.250000,26.500000,24.625000,26.437500,7.933639,1330900
1998-04-01,26.312500,26.312500,24.375000,25.750000,7.727326,539500
1998-05-01,25.750000,26.687500,24.312500,24.500000,7.352211,485100
1998-06-01,24.500000,26.250000,24.062500,25.125000,7.666766,659200
1998-07-01,25.187500,26.500000,23.750000,23.750000,7.247191,805700
1998-08-01,23.625000,23.625000,21.750000,22.062500,6.732261,587100
1998-09-01,22.125000,24.000000,20.437500,22.937500,7.136917,665900
1998-10-01,22.937500,23.250000,20.250000,23.062500,7.175812,673700
1998-11-01,23.000000,23.437500,22.625000,23.312500,7.253599,486600
1998-12-01,23.312500,23.375000,21.875000,22.250000,7.055822,452600
1999-01-01,22.375000,23.125000,21.000000,21.312500,6.758525,461700
1999-02-01,21.562500,21.812500,20.125000,20.250000,6.421587,728900
