Date,Open,High,Low,Close,Adj Close,Volume
2004-03-01,25.740000,26.190001,23.090000,25.150000,18.235012,22501800
2004-04-01,25.250000,26.260000,24.340000,24.360001,17.662222,14973100
2004-05-01,24.559999,25.280001,23.480000,25.100000,18.198755,12433300
2004-06-01,25.000000,26.590000,24.900000,26.379999,19.181070,11530200
2004-07-01,26.379999,26.410000,23.860001,24.400000,17.741394,9694400
2004-08-01,24.350000,26.540001,24.209999,26.540001,19.297405,7568200
2004-09-01,26.500000,27.030001,25.600000,26.000000,18.956102,6815800
2004-10-01,25.950001,27.240000,24.920000,26.980000,19.670603,8631400
2004-11-01,27.150000,30.139999,26.490000,30.000000,21.872427,11932900
2004-12-01,30.049999,31.290001,29.120001,30.549999,22.326311,9867000
2005-01-01,30.600000,32.700001,29.700001,32.529999,23.773321,36836400
2005-02-01,32.779999,34.700001,32.700001,34.400002,25.139933,21966600
2005-03-01,34.500000,35.009998,32.660000,33.700001,24.679251,17198900
2005-04-01,33.799999,34.090000,31.900000,33.090000,24.232534,16285800
2005-05-01,33.049999,35.380001,32.349998,35.150002,25.741121,22833600
2005-06-01,35.099998,36.410000,34.820000,36.099998,26.499058,17130100
2005-07-01,36.099998,38.150002,35.599998,36.950001,27.122993,11676800
2005-08-01,36.610001,38.959999,36.459999,37.330002,27.401924,10592200
2005-09-01,37.349998,38.330002,36.310001,38.060001,27.997696,12161300
2005-10-01,37.970001,38.720001,35.790001,38.200001,28.100687,12737300
2005-11-01,38.200001,44.680000,38.040001,44.119999,32.455555,12872300
2005-12-01,44.439999,44.520000,40.959999,43.490002,32.050541,11788600
2006-01-01,43.650002,46.299999,42.720001,45.919998,33.841362,14827700
2006-02-01,45.750000,45.900002,42.900002,45.400002,33.458153,14424500
2006-03-01,45.400002,49.820000,44.169998,49.250000,36.361496,14687800
2006-04-01,49.500000,50.110001,47.389999,48.169998,35.564133,11317700
2006-05-01,48.180000,51.680000,47.500000,48.880001,36.088333,20644500
2006-06-01,49.099998,49.660000,45.119999,48.400002,35.807373,16497400
2006-07-01,48.500000,49.669998,46.709999,48.169998,35.637238,10836700
2006-08-01,48.099998,51.520000,47.500000,51.450001,38.063847,12119800
2006-09-01,51.400002,54.099998,51.400002,53.410000,39.592827,10535600
2006-10-01,53.500000,55.509998,52.419998,52.660000,39.036850,11501300
2006-11-01,52.599998,56.500000,52.200001,54.959999,40.741833,11634300
2006-12-01,55.150002,56.779999,54.310001,55.250000,41.030777,9028000
2007-01-01,55.450001,57.639999,54.799999,55.580002,41.275841,10162400
2007-02-01,55.570000,57.570000,51.930000,53.450001,39.694023,20126400
2007-03-01,54.349998,54.750000,52.230000,53.630001,39.901306,13369800
2007-04-01,53.880001,59.509998,53.680000,57.529999,42.802959,36836400
2007-05-01,59.060001,62.130001,57.000000,59.450001,44.231457,15679600
2007-06-01,59.599998,60.040001,57.410000,58.919998,43.925556,10826300
2007-07-01,59.009998,60.000000,49.200001,50.720001,37.812363,41158600
2007-08-01,50.549999,53.259998,45.270000,51.540001,38.423672,39503100
2007-09-01,51.810001,53.669998,48.410000,53.500000,39.977367,20206800
2007-10-01,53.490002,59.299999,53.430000,58.439999,43.668720,24754100
2007-11-01,59.700001,68.769997,59.500000,65.430000,48.891930,37542800
2007-12-01,65.370003,69.769997,63.639999,66.900002,50.080799,22798900
2008-01-01,66.989998,69.169998,59.380001,64.779999,48.493786,32437300
2008-02-01,65.300003,67.400002,59.060001,62.549999,46.824440,29178300
2008-03-01,62.549999,64.519997,57.750000,60.860001,45.646923,23172700
2008-04-01,61.189999,66.279999,60.389999,65.000000,48.752033,19278300
2008-05-01,66.419998,68.459999,63.470001,68.029999,51.024624,21669000
