Date,Open,High,Low,Close,Adj Close,Volume
1991-01-01,6.535270,7.019364,5.739972,6.950207,2.392143,4570085
1991-02-01,6.915629,7.952974,6.846473,7.883817,2.713476,5385265
1991-03-01,7.849239,8.575380,7.503458,8.471646,2.915794,5814732
1991-04-01,8.471646,9.543568,8.437068,9.197787,3.204287,7791048
1991-05-01,9.128631,9.716459,8.229599,9.716459,3.384979,5101128
1991-06-01,9.785615,10.304288,9.197787,9.370678,3.264517,7603433
1991-07-01,9.405256,10.511757,9.370678,10.477178,3.687390,5190421
1991-08-01,10.477178,11.341632,10.096819,10.650069,3.748238,6238406
1991-09-01,10.684647,11.583679,10.200553,11.410788,4.015968,4274020
1991-10-01,11.376210,11.652835,10.995851,11.479945,4.077586,7702485
1991-11-01,11.479945,12.309820,10.408022,10.511757,3.733697,5742432
1991-12-01,10.511757,12.309820,9.923928,12.309820,4.372354,5948849
1992-01-01,12.240664,12.448133,11.272476,12.171508,4.361059,7733573
1992-02-01,12.206086,14.107884,12.171508,13.485477,4.831853,5739540
1992-03-01,13.485477,13.520055,12.033195,12.413555,4.447782,16070849
1992-04-01,12.448133,13.433610,12.067773,13.070539,4.722898,8432833
1992-05-01,13.018672,14.211618,13.018672,13.744813,4.966539,8122905
1992-06-01,13.744813,13.796680,12.344398,13.433610,4.854093,7926731
1992-07-01,13.485477,14.419087,13.329876,14.211618,5.179736,10832709
1992-08-01,14.211618,14.419087,12.500000,13.174274,4.801653,8092780
1992-09-01,13.122407,14.004149,12.863071,13.796680,5.028503,9009544
1992-10-01,13.796680,14.574689,13.589212,14.211618,5.220870,6768244
1992-11-01,14.211618,15.248963,14.056017,15.248963,5.601954,5522033
1992-12-01,15.197095,16.234440,15.041494,16.026972,5.887768,9541190
1993-01-01,16.078838,16.753113,15.404564,16.649378,6.158004,9219455
1993-02-01,16.545643,17.531120,15.975104,17.323650,6.407395,10404693
1993-03-01,17.427385,19.087137,17.323650,18.568464,6.867810,10375050
1993-04-01,18.672199,18.775934,15.041494,16.130705,6.008499,11442198
1993-05-01,16.234440,16.701244,14.315353,16.390041,6.105099,9995234
1993-06-01,16.390041,17.634855,14.834025,17.323650,6.452858,9378756
1993-07-01,17.323650,17.479254,16.078838,16.234440,6.094222,5822801
1993-08-01,16.182573,16.856846,15.612033,16.130705,6.055282,8140739
1993-09-01,16.078838,16.804979,15.508299,15.715768,5.899519,11654519
1993-10-01,15.767635,16.234440,14.056017,14.315353,5.418170,30591817
1993-11-01,14.315353,14.834025,13.589212,14.470954,5.477060,18126815
1993-12-01,14.522822,14.989627,14.419087,14.678423,5.555585,10035481
1994-01-01,14.626556,15.663900,14.419087,15.352697,5.861797,16147000
1994-02-01,15.352697,15.819502,14.315353,15.767635,6.020224,27847550
1994-03-01,16.026972,16.500000,14.750000,15.000000,5.829038,39597872
1994-04-01,14.875000,16.687500,14.750000,15.812500,6.144780,20394800
1994-05-01,15.875000,16.437500,14.750000,16.250000,6.314794,17995200
1994-06-01,16.250000,16.875000,15.625000,15.937500,6.256920,16643800
1994-07-01,16.000000,16.250000,15.562500,16.250000,6.379603,10642400
1994-08-01,16.187500,16.750000,15.875000,16.437500,6.453212,11038800
1994-09-01,16.375000,16.437500,15.062500,15.250000,6.044969,12448600
1994-10-01,15.312500,15.312500,13.750000,14.312500,5.673354,18000800
1994-11-01,14.187500,14.312500,12.062500,12.187500,4.831020,23010600
1994-12-01,12.250000,12.875000,11.812500,12.500000,5.018815,21714200
1995-01-01,12.500000,13.937500,12.375000,13.937500,5.595978,19913800
1995-02-01,13.937500,14.625000,13.750000,14.500000,5.821824,13500200
1995-03-01,14.500000,14.750000,13.875000,14.125000,5.745799,22554800
1995-04-01,14.125000,14.500000,13.000000,13.375000,5.440716,19841200
1995-05-01,13.375000,15.312500,13.375000,15.250000,6.203431,27755800
1995-06-01,15.312500,16.062500,14.687500,15.687500,6.460575,28734000
1995-07-01,15.812500,16.125000,15.187500,16.000000,6.589272,13282000
1995-08-01,16.000000,16.062500,15.312500,15.500000,6.383355,13396000
1995-09-01,15.500000,17.562500,15.437500,17.125000,7.136124,27780600
1995-10-01,17.062500,18.125000,16.625000,16.875000,7.031948,23947200
1995-11-01,16.937500,18.437500,16.812500,18.437500,7.683052,18370800
1995-12-01,18.437500,18.625000,17.625000,18.125000,7.629937,14787200
1996-01-01,17.937500,18.437500,16.687500,18.312500,7.708863,18977400
1996-02-01,18.312500,18.875000,18.000000,18.812500,7.919343,17560400
1996-03-01,18.875000,19.562500,17.500000,19.312500,8.129827,18653800
1996-04-01,19.375000,19.687500,18.437500,19.312500,8.129827,13387800
1996-05-01,19.187500,20.062500,18.375000,19.375000,8.156139,17641000
1996-06-01,19.250000,20.125000,19.000000,19.375000,8.235362,16400200
1996-07-01,19.437500,19.625000,18.125000,19.312500,8.208798,14451800
1996-08-01,19.250000,20.500000,19.250000,20.062500,8.527585,17142200
1996-09-01,19.937500,22.187500,19.812500,22.000000,9.438871,21826200
1996-10-01,21.937500,23.687500,21.843750,23.312500,10.001987,18866000
1996-11-01,23.375000,26.437500,22.750000,26.187500,11.235476,18658200
1996-12-01,26.062500,27.125000,24.375000,25.250000,10.911857,26627600
1997-01-01,25.312500,26.500000,24.625000,26.187500,11.317003,20582400
1997-02-01,26.187500,28.187500,25.750000,26.750000,11.560091,18715200
1997-03-01,26.687500,28.000000,24.312500,24.375000,10.615341,19968600
1997-04-01,24.125000,26.125000,23.937500,26.062500,11.350251,20165200
1997-05-01,26.000000,27.437500,25.875000,27.187500,11.840187,16567600
1997-06-01,27.250000,29.218750,26.875000,27.937500,12.263083,14346400
1997-07-01,27.875000,31.343750,27.625000,31.093750,13.648508,20281000
1997-08-01,30.906250,31.218750,28.875000,30.312500,13.305579,20077800
1997-09-01,30.250000,32.718750,29.937500,31.812500,14.062135,17449400
1997-10-01,32.000000,33.812500,28.500000,30.593750,13.523410,19955400
1997-11-01,30.906250,34.375000,29.812500,33.718750,14.904753,13447600
1997-12-01,34.125000,36.593750,33.937500,35.406250,15.748403,19295600
1998-01-01,35.093750,35.406250,31.562500,32.500000,14.455730,26482200
1998-02-01,32.625000,35.187500,32.625000,35.031250,15.581613,17970400
1998-03-01,35.031250,39.250000,34.250000,37.812500,16.936289,19170200
1998-04-01,37.750000,44.875000,36.625000,39.750000,17.804104,21978300
1998-05-01,40.187500,40.500000,36.312500,37.937500,16.992275,13325800
1998-06-01,37.875000,39.000000,34.437500,35.625000,16.055309,20557600
1998-07-01,35.375000,39.500000,33.312500,34.000000,15.322954,25039400
1998-08-01,33.937500,34.375000,25.500000,25.500000,11.492217,21622200
1998-09-01,25.625000,32.937500,24.750000,28.875000,13.121436,25488400
1998-10-01,28.625000,32.000000,23.375000,30.312500,13.774671,26256600
1998-11-01,31.500000,34.062500,29.687500,30.687500,13.945081,15939400
1998-12-01,30.437500,32.500000,30.000000,32.000000,14.647016,17701900
1999-01-01,31.750000,33.812500,29.812500,31.875000,14.589796,20387200
1999-02-01,31.875000,32.750000,29.812500,32.250000,14.761442,17432100
1999-03-01,32.000000,34.187500,29.687500,30.312500,13.988263,20238100
1999-04-01,29.750000,32.187500,29.125000,30.937500,14.276683,22650200
1999-05-01,31.000000,38.125000,30.562500,34.750000,16.036039,36778800
1999-06-01,34.750000,35.125000,31.875000,32.125000,14.933860,19788100
1999-07-01,32.375000,33.500000,31.250000,31.500000,14.643315,18683700
1999-08-01,31.875000,32.125000,28.500000,29.000000,13.481151,14744200
1999-09-01,29.000000,30.500000,25.187500,25.812500,12.102339,18524200
1999-10-01,25.625000,28.750000,23.687500,27.937500,13.098656,23032500
1999-11-01,28.000000,29.750000,25.000000,27.000000,12.659108,16253700
1999-12-01,26.000000,26.812500,21.000000,22.125000,10.373435,30040700
2000-01-01,21.500000,22.125000,19.812500,21.000000,9.941708,26024300
2000-02-01,20.937500,21.062500,16.562500,16.937500,8.018459,32479800
2000-03-01,17.000000,19.687500,15.562500,19.000000,9.141668,41348800
2000-04-01,19.250000,19.937500,17.000000,18.500000,8.901099,27114200
2000-05-01,18.562500,21.187500,17.625000,21.000000,10.103951,26091000
2000-06-01,20.937500,23.000000,17.609375,17.625000,8.594698,32163000
2000-07-01,18.000000,19.875000,17.500000,17.562500,8.564219,16720000
2000-08-01,17.812500,20.562500,17.750000,20.203125,9.851899,19237300
2000-09-01,20.187500,27.062500,20.000000,25.312500,12.520959,35461100
2000-10-01,25.437500,26.625000,21.500000,24.687500,12.211799,28786500
2000-11-01,24.625000,25.375000,22.062500,24.937500,12.335464,20598300
2000-12-01,24.937500,28.500000,24.687500,28.000000,14.022942,32886600
2001-01-01,27.562500,29.250000,26.312500,26.660000,13.351837,30680600
2001-02-01,26.700001,27.930000,24.650000,26.000000,13.021302,24189000
2001-03-01,26.250000,27.580000,22.650000,25.799999,13.071652,28578900
2001-04-01,25.600000,26.430000,22.100000,23.180000,11.744216,27747600
2001-05-01,23.180000,24.920000,22.900000,23.780001,12.048204,24241100
2001-06-01,23.830000,26.200001,23.549999,26.049999,13.357522,27817500
2001-07-01,26.049999,26.870001,25.200001,26.750000,13.716456,20063400
2001-08-01,26.750000,28.150000,24.879999,25.100000,12.870396,24528000
2001-09-01,25.049999,25.400000,22.200001,24.139999,12.512117,20999000
2001-10-01,23.900000,24.030001,20.490000,21.260000,11.019368,35521500
2001-11-01,21.299999,23.900000,21.100000,22.900000,11.869411,17071100
2001-12-01,22.850000,24.520000,22.559999,24.340000,12.779765,23537600
2002-01-01,24.200001,25.500000,23.610001,24.610001,12.921531,21204400
2002-02-01,24.700001,25.480000,22.920000,25.080000,13.168306,23121100
2002-03-01,25.000000,27.260000,24.900000,26.650000,13.992638,23365800
2002-04-01,26.660000,28.150000,25.950001,28.110001,14.937898,24608000
2002-05-01,28.000000,29.400000,26.879999,27.299999,14.507450,32657400
2002-06-01,27.299999,27.990000,25.959999,27.299999,14.668286,24636900
2002-07-01,27.150000,27.290001,20.959999,26.260000,14.109500,44223100
2002-08-01,26.200001,27.170000,25.110001,26.830000,14.415758,28524100
2002-09-01,26.500000,27.350000,23.860001,24.969999,13.567524,26771800
2002-10-01,25.010000,25.920000,21.250000,24.430000,13.274106,33480400
2002-11-01,24.080000,26.750000,23.260000,26.090000,14.176077,23339200
2002-12-01,26.500000,26.530001,24.790001,25.139999,13.815532,18740400
2003-01-01,25.469999,27.110001,23.430000,24.049999,13.216531,28129900
2003-02-01,24.049999,24.680000,23.330000,23.730000,13.040672,22036500
2003-03-01,24.020000,24.379999,22.309999,22.559999,12.558098,32458900
2003-04-01,22.760000,24.299999,22.559999,24.110001,13.420911,33359600
2003-05-01,24.049999,26.520000,23.799999,26.400000,14.695653,32841500
2003-06-01,26.400000,27.420000,25.160000,25.270000,14.066629,27065200
2003-07-01,25.270000,27.230000,24.860001,26.910000,15.154631,25310900
2003-08-01,26.910000,27.879999,26.049999,27.230000,15.334841,20264900
2003-09-01,27.240000,27.350000,25.350000,25.570000,14.563658,27769400
2003-10-01,25.580000,28.750000,25.549999,28.250000,16.090082,34746500
2003-11-01,29.049999,29.230000,27.430000,27.790001,15.828088,28337700
2003-12-01,28.000000,29.410000,27.690001,29.320000,16.882692,23896600
2004-01-01,29.320000,31.950001,28.629999,31.090000,17.901875,42628600
2004-02-01,31.030001,33.000000,30.500000,32.419998,18.667702,25847200
2004-03-01,32.419998,33.230000,29.790001,30.290001,17.608212,33210700
2004-04-01,30.469999,30.660000,28.230000,29.700001,17.265232,36245500
2004-05-01,29.740000,32.270000,29.040001,31.410000,18.259302,36935100
2004-06-01,31.100000,31.299999,29.570000,29.889999,17.544374,33180600
2004-07-01,29.900000,30.600000,29.000000,30.180000,17.714596,24494900
2004-08-01,30.100000,32.020000,29.650000,31.350000,18.401342,22632100
2004-09-01,31.299999,31.980000,30.820000,31.600000,18.729876,17881200
